lecture_id,term_id,canonical_english,category,ref_count,whisper1_english,whisper1_phonetic,ai_lecturenote_english,ai_lecturenote_phonetic,gpt4o_english,gpt4o_phonetic,gpt4o_prompted_english,gpt4o_prompted_phonetic,gpt4o_ailn_post_english,gpt4o_ailn_post_phonetic
diuretics_01,proximal_convoluted_tubule,proximal convoluted tubule,,4,0,3,4,0,0,3,4,0,3,0
diuretics_01,reabsorption,reabsorption,,5,0,3,2,0,0,4,0,2,0,0
diuretics_01,thiazide,thiazide,,7,0,8,7,0,0,7,1,6,9,0
diuretics_01,aldosterone,Aldosterone,,4,0,5,5,0,0,5,0,5,4,0
diuretics_01,bicarbonate,bicarbonate,,3,0,3,3,0,0,3,3,0,3,0
diuretics_01,chloride,chloride,,5,0,5,2,0,0,5,0,5,1,1
diuretics_01,congestive_heart_failure,congestive heart failure,,3,1,2,1,0,1,0,0,1,2,0
diuretics_01,distal_convoluted_tubule,distal convoluted tubule,,5,0,2,5,0,0,2,4,0,5,0
diuretics_01,hyperuricemia,hyperuricemia,electrolyte/acid-base,3,0,3,3,0,0,3,1,2,3,0
diuretics_01,lumen,lumen,,4,0,4,1,0,0,4,0,3,1,0
diuretics_01,nkcc,NKCC,,4,4,0,1,0,4,0,4,0,1,0
diuretics_01,thiazide_diuretics,thiazide diuretics,,3,0,1,3,0,0,2,1,0,3,0
diuretics_01,acetazolamide,acetazolamide,drug,2,0,2,2,0,0,2,1,1,2,0
diuretics_01,acute_pulmonary_edema,Acute Pulmonary Edema,,2,1,1,0,0,1,1,0,2,1,0
diuretics_01,altitude_sickness,altitude sickness,,2,0,1,1,0,0,2,0,1,1,0
diuretics_01,amiloride,amiloride,drug,2,0,2,2,0,0,2,0,2,2,0
diuretics_01,carbonic_anhydrase_inhibitor,carbonic anhydrase inhibitor,,4,1,1,3,0,0,4,0,0,2,0
diuretics_01,cirrhosis_ascites,Cirrhosis ascites,,2,0,2,2,0,0,2,0,1,2,0
diuretics_01,eplerenone,eplerenone,drug,2,0,2,2,0,0,2,0,2,2,0
diuretics_01,ethacrynic_acid,ethacrynic acid,drug,2,0,1,2,0,1,1,0,1,1,0
diuretics_01,glaucoma,glaucoma,,2,0,2,1,0,0,2,2,0,2,0
diuretics_01,glomerular_filtration_rate,Glomerular Filtration Rate,,2,0,2,2,0,1,0,0,2,1,0
diuretics_01,gout,gout,,2,0,2,0,0,0,2,0,2,2,0
diuretics_01,hydrochlorothiazide,Hydrochlorothiazide,drug,2,0,2,2,0,0,1,0,1,2,0
diuretics_01,hypercalciuria,hypercalciuria,electrolyte/acid-base,1,0,0,3,0,0,0,0,0,2,0
diuretics_01,hypertension,hypertension,electrolyte/acid-base,3,0,2,2,0,0,3,0,3,3,0
diuretics_01,hyponatremia,Hyponatremia,electrolyte/acid-base,2,0,0,1,0,0,1,0,0,2,0
diuretics_01,iv_saline,IV saline,,2,0,0,2,0,0,0,0,2,2,0
diuretics_01,loop_of_henle,loop of henle,,3,0,2,3,0,0,3,2,1,2,0
diuretics_01,mortality_benefit,mortality benefit,,2,0,1,1,0,0,0,0,1,2,0
diuretics_01,ncc,NCC,,2,2,0,2,0,2,0,2,0,2,0
diuretics_01,potassium_sparing_diuretics,potassium sparing diuretics,,4,0,1,3,0,0,1,1,0,4,0
diuretics_01,sulfa_allergy,sulfa allergy,,2,0,2,2,0,0,1,0,0,2,0
diuretics_01,thick_ascending_limb,thick ascending limb,,3,0,1,0,0,0,1,0,0,1,0
diuretics_01,ace_inhibitor,ACE inhibitor,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,aldosterone_antagonist,aldosterone antagonist,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,anti-androgenic_effect,anti-androgenic effect,,1,0,1,1,0,0,1,0,0,0,0
diuretics_01,anti-androgenic_side_effect,anti-androgenic side effect,,1,0,0,1,0,0,0,0,0,0,0
diuretics_01,aqueous_humor,aqueous humor,,1,0,1,0,0,0,1,0,0,0,0
diuretics_01,arb,ARB,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,bumetanide,bumetanide,drug,1,0,1,1,0,0,0,0,1,1,0
diuretics_01,calcium_oxalate,calcium oxalate,,1,0,0,1,0,0,1,0,1,1,0
diuretics_01,carbonic_anhydrase,carbonic anhydrase,,3,2,1,5,0,0,3,0,0,3,0
diuretics_01,chloride_cotransporter,chloride cotransporter,,2,0,0,1,0,0,1,0,1,1,0
diuretics_01,chlorthalidone,Chlorthalidone,drug,1,0,1,1,0,0,1,0,0,1,0
diuretics_01,ckd_edema,CKD Edema,,1,0,0,0,0,1,0,0,0,0,0
diuretics_01,countercurrent_multiplier,countercurrent multiplier,,1,0,1,1,0,0,1,0,1,0,1
diuretics_01,diabetes_insipidus,diabetes insipidus,,3,0,2,2,0,0,2,0,2,3,0
diuretics_01,diuresis,diuresis,,1,0,1,1,0,0,1,0,1,0,0
diuretics_01,early_distal_convoluted_tubule,Early Distal convoluted tubule,,1,0,1,1,0,0,1,1,0,0,0
diuretics_01,enac_blocker,ENaC blocker,,1,0,1,1,0,0,1,0,1,0,0
diuretics_01,gynecomastia,gynecomastia,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,hyperaldosteronism,Hyperaldosteronism,electrolyte/acid-base,2,0,1,2,0,0,0,0,2,2,0
diuretics_01,hyperglycemia,hyperglycemia,electrolyte/acid-base,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,hyperlipidemia,hyperlipidemia,electrolyte/acid-base,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,hypomagnesemia,hypomagnesemia,electrolyte/acid-base,1,0,0,0,0,0,0,0,0,1,0
diuretics_01,hypocalcemia,hypocalcemia,electrolyte/acid-base,2,0,0,1,0,0,0,0,0,1,0
diuretics_01,indapamide,Indapamide,drug,1,0,1,1,0,0,1,1,0,1,0
diuretics_01,iv_furosemide,IV furosemide,drug,2,0,0,1,0,0,0,0,0,2,0
diuretics_01,kidney,kidney,,1,0,1,0,0,0,1,0,1,0,0
diuretics_01,late_distal_convoluted_tubule,late distal convoluted tubule,,1,0,1,1,0,0,0,0,0,1,0
diuretics_01,libido,libido,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,lithium_induced_nephrogenic_diabetes_insipidus,lithium induced nephrogenic Diabetes insipidus,drug,1,0,0,0,0,0,0,0,0,0,0
diuretics_01,medulla,medulla,,1,0,3,1,0,0,1,0,2,2,0
diuretics_01,medullary_interstitium,medullary interstitium,,1,0,0,1,0,0,1,0,1,0,0
diuretics_01,metabolic_acidosis,metabolic acidosis,electrolyte/acid-base,1,0,0,0,0,0,0,1,0,0,0
diuretics_01,metolazone,Metolazone,drug,1,0,1,1,0,0,1,1,0,1,0
diuretics_01,mild_edema,mild edema,,1,0,1,1,0,0,1,0,0,1,0
diuretics_01,mineralocorticoid_receptor,mineralocorticoid receptor,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,na-h_exchanger,Na/H exchanger,,1,0,1,0,0,0,0,0,0,0,0
diuretics_01,ncx,NCX,,1,1,0,1,0,1,0,1,0,1,0
diuretics_01,nephrogenic_diabetes_insipidus,nephrogenic diabetes insipidus,,2,0,1,1,0,0,1,0,0,2,0
diuretics_01,nephrotic_syndrome,Nephrotic Syndrome,,1,0,1,1,0,1,0,0,1,0,0
diuretics_01,osmotic_gradient,osmotic gradient,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,ototoxicity,ototoxicity,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,paracellular,paracellular,,1,0,1,1,0,0,1,0,1,0,0
diuretics_01,primary_hyperaldosteronism,primary hyperaldosteronism,,1,0,1,1,0,0,0,0,1,1,0
diuretics_01,proton,proton,,1,0,1,1,0,0,3,1,2,1,0
diuretics_01,resistant_hypertension,Resistant hypertension,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,sodium-potassium_atpase,sodium-potassium ATPase,,1,0,1,1,0,0,0,0,0,0,0
diuretics_01,sulfa,sulfa,,3,0,0,3,0,0,0,0,0,3,0
diuretics_01,sulfonamide_allergy,sulfonamide allergy,,1,0,1,0,0,0,1,1,0,1,0
diuretics_01,torsemide,torsemide,drug,1,0,1,1,0,0,0,0,1,1,0
diuretics_01,triamterene,triamterene,drug,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,tubular_flow,tubular flow,,1,0,1,1,0,0,1,0,1,1,0
diuretics_01,tubular_lumen,tubular lumen,,1,0,1,0,0,0,1,0,1,0,0
diuretics_01,uric_acid,Uric Acid,,1,0,1,1,0,0,1,1,0,0,0
diuretics_01,urine,urine,,1,0,0,0,0,0,0,0,0,1,0
diuretics_01,venodilation,venodilation,,1,0,1,0,0,0,1,0,0,0,0
diuretics_01,water_reabsorption,water reabsorption,,1,0,0,1,0,0,1,0,1,0,0
