claim_id,reference_claim,ai_lecturenote_output,label,error_type,why_it_matters
diu_sr52,"또한 Hyponatremia가 발생할 수 있는데, 이는 loop diuretics보다 더 흔하게 발생할 수 있으므로 주의가 필요합니다.","또한 nephrogenic diabetes insipidus에서도 사용할 수 있는데, 이는 이뇨제이지만 왜 diabetes insipidus에 사용하는지 궁금할 수 있습니다. … 당연히 hypokalemia가 발생할 수 있고, metabolic alkalosis가 발생할 수 있습니다. 또한 hyponatremia가 발생할 수 있는데, 이는 loop diuretics보다 더 흔하게 발생할 수 있으므로 주의가 필요합니다. 또한 hypercalciuria, hyperglycemia, hyperuricemia가 발생할 수 있습니다. … 따라서 hyperuricemia가 발생할 수 있기 때문에 통풍이 있는 환자에게는 악화될 수 있습니다. 또한 hyperlipidemia와 sulfa allergy도 발생할 수 있습니다.",Faithful ,,
diu_sr53,"또한 hypercalcemia, hyperglycemia, hyperuricemia가 발생할 수 있습니다.","당연히 hypokalemia가 발생할 수 있고, metabolic alkalosis가 발생할 수 있습니다. 또한 hyponatremia가 발생할 수 있는데, 이는 loop diuretics보다 더 흔하게 발생할 수 있으므로 주의가 필요합니다. 또한 hypercalciuria, hyperglycemia, hyperuricemia가 발생할 수 있습니다. 따라서 hyperuricemia가 발생할 수 있기 때문에 통풍이 있는 환자에게는 악화될 수 있습니다. 또한 hyperlipidemia와 sulfa allergy도 발생할 수 있습니다.",Faithful ,,
diu_sr54,따라서 hyperuricemia가 발생할 수 있기 때문에 gout가 있는 환자에게 gout가 악화될 수 있습니다.,"당연히 hypokalemia가 발생할 수 있고, metabolic alkalosis가 발생할 수 있습니다. 또한 hyponatremia가 발생할 수 있는데, 이는 loop diuretics보다 더 흔하게 발생할 수 있으므로 주의가 필요합니다. 또한 hypercalciuria, hyperglycemia, hyperuricemia가 발생할 수 있습니다. 따라서 hyperuricemia가 발생할 수 있기 때문에 통풍이 있는 환자에게는 악화될 수 있습니다. 또한 hyperlipidemia와 sulfa allergy도 발생할 수 있습니다.",Faithful ,,
diu_sr55,또한 hyperlipidemia와 sulfa allergy도 발생할 수 있습니다.,"또한 hyponatremia가 발생할 수 있는데, 이는 loop diuretics보다 더 흔하게 발생할 수 있으므로 주의가 필요합니다. 또한 hypercalciuria, hyperglycemia, hyperuricemia가 발생할 수 있습니다. 따라서 hyperuricemia가 발생할 수 있기 때문에 통풍이 있는 환자에게는 악화될 수 있습니다. 또한 hyperlipidemia와 sulfa allergy도 발생할 수 있습니다.",Faithful ,,
diu_sr56,특히 thiazide diuretics는 glomerular filtration rate가 30보다 작으면 효과가 없으므로 이 경우에는 loop diuretics를 사용해야 합니다.,특히 thiazide diuretics는 glomerular filtration rate가 30보다 작으면 효과가 없으므로 이 경우에는 loop diuretics를 사용해야 합니다. 이제 potassium-sparing diuretics에 대해 알아보겠습니다.,Faithful ,,
diu_sr57,이제 potassium-sparing diuretics에 대해 알아보겠습니다.,특히 thiazide diuretics는 glomerular filtration rate가 30보다 작으면 효과가 없으므로 이 경우에는 loop diuretics를 사용해야 합니다. 이제 potassium-sparing diuretics에 대해 알아보겠습니다.,Faithful ,,
diu_sr58,이 이뇨제들의 작용 사이트는 late distal convoluted tubule 그리고 collecting duct에 작용하게 됩니다.,이 인유제들의 작용 사이트는 late distal convoluted tubule 그리고 collecting duct에 작용하게 됩니다.,Faithful ,,
diu_sr59,이제 두 개의 완전히 다른 메커니즘을 가지고 있는데 우선 첫 번째로 aldosterone antagonist 먼저 보겠습니다.,이제 potassium-sparing diuretics에 대해 알아보겠습니다. … 이제 두 개의 완전히 다른 메커니즘을 가지고 있는데 우선 첫 번째로 aldosterone antagonist 먼저 보겠습니다. … 얘들의 메커니즘은 mineralocorticoid receptor를 차단시켜서 ENaC 그리고 sodium-potassium ATPase 전사를 억제시켜 가지고 sodium의 재흡수를 감소시키고 potassium의 배출을 증가시키게 됩니다.,Faithful ,,
diu_sr60,"이 약제들 이름으로는 spironolactone, eplerenone이 있습니다.","이 약제들 이름으로는 spironolactone, eplerenone이 있습니다.",Faithful ,,
diu_sr61,얘들의 메커니즘은 mineralocorticoid receptor를 차단시켜서 ENaC 그리고 sodium-potassium ATPase 전사를 억제시켜 가지고 나트륨의 재흡수를 감소시키고 potassium의 배출을 감소시키게 됩니다.,얘들의 메커니즘은 mineralocorticoid receptor를 차단시켜서 ENaC 그리고 sodium-potassium ATPase 전사를 억제시켜 가지고 sodium의 재흡수를 감소시키고 potassium의 배출을 증가시키게 됩니다.,Faithful ,,
diu_sr62,이제 이들을 사용하는 예시 사용하는 상황에는 이제 primary hyperaldosteronism의 진단과 치료에 사용할 수 있고 또한 congestive heart failure에서 mortality benefit이 있다고 알려져 있습니다.,이제 이들을 사용하는 예시 사용하는 상황에는 이제 primary hyperaldosteronism의 진단과 치료에 사용할 수 있고 또한 congestive heart failure에서 mortality benefit이 있다고 알려져 있습니다. 또한 cirrhosis ascites에서 furosemide와 100대 40으로 섞어서 사용하기도 하고 resistant hypertension에도 사용하게 됩니다.,Faithful ,,
diu_sr63,또한 Cirrhosis ascites에서 furosemide와 100대 40으로 섞어서 사용하기도 하고 Resistant hypertension에도 사용하게 됩니다.,이제 이들을 사용하는 예시 사용하는 상황에는 이제 primary hyperaldosteronism의 진단과 치료에 사용할 수 있고 또한 congestive heart failure에서 mortality benefit이 있다고 알려져 있습니다. 또한 cirrhosis ascites에서 furosemide와 100대 40으로 섞어서 사용하기도 하고 resistant hypertension에도 사용하게 됩니다.,Faithful ,,
diu_sr64,이 약제들의 부작용들에 대해 알아보겠습니다.,이제 이 약제들의 부작용들에 대해 알아보겠습니다.,Faithful ,,
diu_sr65,다른 이뇨제들과는 다르게 hyperkalemia가 나타날 수 있고 특히 ACE inhibitor나 ARB 병용시 특히 위험하게 됩니다.,다른 인유제들과는 다르게 hyperkalemia가 나타날 수 있고 그래서 특히 ACE inhibitor나 ARB 병용시 특히 위험하게 됩니다. 그리고 spironolactone 같은 경우에는 anti-androgenic effect가 있어서 gynecomastia나 월경 불규칙 그리고 libido 감소 등이 일어날 수 있고 eplerenone 같은 경우는 좀 더 selective 하기 때문에 anti-androgenic side effect가 spironolactone 보다 더 적습니다.,Faithful ,,
diu_sr66,그리고 spironolactone 같은 경우에는 anti-androgenic effect가 있어서 gynecomastia나 월경 불규칙 그리고 libido 감소 등이 일어날 수 있고 Eplerenone 같은 경우는 좀 더 selective하기 때문에 anti-androgenic side effect가 Spironolactone보다 더 적습니다.,다른 인유제들과는 다르게 hyperkalemia가 나타날 수 있고 그래서 특히 ACE inhibitor나 ARB 병용시 특히 위험하게 됩니다. 그리고 spironolactone 같은 경우에는 anti-androgenic effect가 있어서 gynecomastia나 월경 불규칙 그리고 libido 감소 등이 일어날 수 있고 eplerenone 같은 경우는 좀 더 selective 하기 때문에 anti-androgenic side effect가 spironolactone 보다 더 적습니다.,Faithful ,,
diu_sr67,그리고 이제 두 번째 기전을 보겠습니다.,"그리고 이제 두번째 기준을 보겠습니다. 두번째는 ENaC blocker가 있는데 약제들 이름으로는 amiloride, triamterene이 있습니다.",Faithful ,,
diu_sr68,"두 번째는 ENaC blocker가 있는데 약제들 이름으로는 amiloride, triamterene이 있습니다.","두번째는 ENaC blocker가 있는데 약제들 이름으로는 amiloride, triamterene이 있습니다. 이들의 메커니즘은 주로 epithelial sodium channel을 차단하거나 이낙을 억제하여 나트륨의 유입을 감소시키고 칼륨의 배출을 감소시키는 것입니다. … 이들은 주로 thiazide와 병용하여 hyperkalemia를 예방할 수 있으며, amiloride는 리튬의 흡수를 억제하기 때문에 리튬 유도성 에피소드도 치료할 수 있습니다.",Faithful ,,
diu_sr69,얘들의 메커니즘은 당연히 epithelial Na channel 혹은 ENaC을 직접 차단하게 되는 거고 그래서 나트륨 유입을 감소시켜서 K+ 배출을 감소시키게 됩니다.,"두번째는 ENaC blocker가 있는데 약제들 이름으로는 amiloride, triamterene이 있습니다. 이들의 메커니즘은 주로 epithelial sodium channel을 차단하거나 이낙을 억제하여 나트륨의 유입을 감소시키고 칼륨의 배출을 감소시키는 것입니다.",Faithful ,,
diu_sr70,이들은 주로 Thiazide랑 병용해서 hypokalemia를 예방할 수 있고 또한 amiloride는 리튬도 ENaC을 통해 흡수가 되기 때문에 lithium induced nephrogenic Diabetes insipidus도 치료할 수 있게 됩니다.,"두번째는 ENaC blocker가 있는데 약제들 이름으로는 amiloride, triamterene이 있습니다. … 이들의 메커니즘은 주로 epithelial sodium channel을 차단하거나 이낙을 억제하여 나트륨의 유입을 감소시키고 칼륨의 배출을 감소시키는 것입니다. 이들은 주로 thiazide와 병용하여 hyperkalemia를 예방할 수 있으며, amiloride는 리튬의 흡수를 억제하기 때문에 리튬 유도성 에피소드도 치료할 수 있습니다. 이들의 부작용으로는 주로 hyperkalemia가 나타날 수 있습니다.",Polarity error,thiazide와 병용 시 hyperkalemia가 아닌 hypokalemia 예방이 타당합니다.,
diu_sr71,얘네들의 side effect로는 당연히 hyperkalemia가 나타날 수 있겠습니다.,"이들은 주로 thiazide와 병용하여 hyperkalemia를 예방할 수 있으며, amiloride는 리튬의 흡수를 억제하기 때문에 리튬 유도성 에피소드도 치료할 수 있습니다. 이들의 부작용으로는 주로 hyperkalemia가 나타날 수 있습니다. … 약제들의 효과 순서로는 loop diuretics가 가장 높고, 그 다음으로 thiazide, 그리고 K+ sparing diuretics, 그 다음에는 carbonic anhydrase inhibitor 순으로 될 것입니다.",Faithful ,,
diu_sr72,이제 지금까지 배웠던 diuretics를 비교 정리하고 임상 적용을 간단히 리뷰하면서 마무리해 보도록 하겠습니다.,"이제 지금까지 배웠던 diuretics를 비교 정리하고 임상 적용을 간단히 리뷰하면서 마무리해보도록 하겠습니다. 약제들의 효과 순서로는 loop diuretics가 가장 높고, 그 다음으로 thiazide, 그리고 K+ sparing diuretics, 그 다음에는 carbonic anhydrase inhibitor 순으로 될 것입니다.",Faithful ,,
diu_sr73,"약제들의 potency 순서로는 loop diuretics가 가장 높고 그 다음으로 thiazide, potassium sparing diuretics, 그 다음에 CA inhibitor 순으로 되겠습니다.","이제 지금까지 배웠던 diuretics를 비교 정리하고 임상 적용을 간단히 리뷰하면서 마무리해보도록 하겠습니다. 약제들의 효과 순서로는 loop diuretics가 가장 높고, 그 다음으로 thiazide, 그리고 K+ sparing diuretics, 그 다음에는 carbonic anhydrase inhibitor 순으로 될 것입니다. 포타슘에 대한 효과로는 K+ sparing diuretics는 hyperkalemia를 유발할 수 있고, 나머지 loop diuretics, thiazide, 그리고 carbonic anhydrase inhibitor는 hypokalemia를 유발할 수 있습니다.",Faithful ,,
diu_sr74,"potassium에 대한 효과로는 K+ sparing diuretics는 말 그대로 hyperkalemia를 일으킬 수 있고 나머지 loop diuretics, thiazide, 그리고 CA inhibitor는 hypokalemia를 일으킬 수 있습니다.","약제들의 효과 순서로는 loop diuretics가 가장 높고, 그 다음으로 thiazide, 그리고 K+ sparing diuretics, 그 다음에는 carbonic anhydrase inhibitor 순으로 될 것입니다. 포타슘에 대한 효과로는 K+ sparing diuretics는 hyperkalemia를 유발할 수 있고, 나머지 loop diuretics, thiazide, 그리고 carbonic anhydrase inhibitor는 hypokalemia를 유발할 수 있습니다. 칼슘에 대한 효과로는 loop diuretics는 hypocalcemia를 유발할 수 있으며, thiazide는 hypercalcemia를 유발할 수 있다는 차이가 있습니다.",Faithful ,,
diu_sr75,"이제 칼슘에 대한 효과로는 loop diuretics는 hypocalcemia, 그리고 thiazide는 hypercalcemia를 일으킨다는 차이가 있었습니다.","포타슘에 대한 효과로는 K+ sparing diuretics는 hyperkalemia를 유발할 수 있고, 나머지 loop diuretics, thiazide, 그리고 carbonic anhydrase inhibitor는 hypokalemia를 유발할 수 있습니다. 칼슘에 대한 효과로는 loop diuretics는 hypocalcemia를 유발할 수 있으며, thiazide는 hypercalcemia를 유발할 수 있다는 차이가 있습니다. 임상 시나리오에 대해 간략히 정리하면, 환자가 급성 폐부종이 있으면 빠르게 furosemide를 시작해야 하며, 고혈압에 대해서는 hydrochlorothiazide를 사용하게 됩니다.",Faithful ,,
diu_sr76,임상 시나리오에 대해 빠르게 정리를 해보자면 환자가 Acute pulmonary edema가 있으면 빨리 IV furosemide를 시작해야 되고 그리고 hypertension에 대해서는 hydrochlorothiazide를 사용하게 됩니다.,"임상 시나리오에 대해 간략히 정리하면, 환자가 급성 폐부종이 있으면 빠르게 furosemide를 시작해야 하며, 고혈압에 대해서는 hydrochlorothiazide를 사용하게 됩니다. 만약 심부전성 심부전에 대해 furosemide를 급히 사용하여 증상을 완화하고, spironolactone의 모탈리티 혜택이 알려져 있기 때문에 함께 사용될 수 있습니다. 그리고 hypercalcemia 같은 경우에는 IV saline과 함께 furosemide를 함께 투여하게 되고, 또한 cirrhosis ascites의 경우에는 spironolactone과 furosemide를 100대 40의 비율로 함께 투여합니다.",Faithful ,,
diu_sr77,그 다음에 congestive heart failure에 대해서는 furosemide를 일단 급하게 증상을 해결하는 데 사용하고 또한 spironolactone이 mortality benefit이 알려졌기 때문에 얘도 같이 사용하게 됩니다.,"임상 시나리오에 대해 간략히 정리하면, 환자가 급성 폐부종이 있으면 빠르게 furosemide를 시작해야 하며, 고혈압에 대해서는 hydrochlorothiazide를 사용하게 됩니다. 만약 심부전성 심부전에 대해 furosemide를 급히 사용하여 증상을 완화하고, spironolactone의 모탈리티 혜택이 알려져 있기 때문에 함께 사용될 수 있습니다. 그리고 hypercalcemia 같은 경우에는 IV saline과 함께 furosemide를 함께 투여하게 되고, 또한 cirrhosis ascites의 경우에는 spironolactone과 furosemide를 100대 40의 비율로 함께 투여합니다.",Faithful ,,
diu_sr78,그리고 hypercalcemia 같은 경우에는 IV saline과 함께 furosemide를 주게 되고 또한 Cirrhosis ascites의 경우 spironolactone이랑 furosemide를 같이 100대 40으로 주게 됩니다.,"임상 시나리오에 대해 간략히 정리하면, 환자가 급성 폐부종이 있으면 빠르게 furosemide를 시작해야 하며, 고혈압에 대해서는 hydrochlorothiazide를 사용하게 됩니다. 만약 심부전성 심부전에 대해 furosemide를 급히 사용하여 증상을 완화하고, spironolactone의 모탈리티 혜택이 알려져 있기 때문에 함께 사용될 수 있습니다. 그리고 hypercalcemia 같은 경우에는 IV saline과 함께 furosemide를 함께 투여하게 되고, 또한 cirrhosis ascites의 경우에는 spironolactone과 furosemide를 100대 40의 비율로 함께 투여합니다. 그 다음으로 hyperaldosteronism의 경우에는 spironolactone을 사용하게 되며, altitude sickness가 있는 경우 acetazolamide를 사용한다고 배웠습니다.",Faithful ,,
diu_sr79,그 다음에 Hyperaldosteronism에 대해서는 spironolactone을 사용하게 되고 Altitude sickness가 있으면 acetazolamide를 사용한다고 저희가 배웠습니다.,"만약 심부전성 심부전에 대해 furosemide를 급히 사용하여 증상을 완화하고, spironolactone의 모탈리티 혜택이 알려져 있기 때문에 함께 사용될 수 있습니다. 그리고 hypercalcemia 같은 경우에는 IV saline과 함께 furosemide를 함께 투여하게 되고, 또한 cirrhosis ascites의 경우에는 spironolactone과 furosemide를 100대 40의 비율로 함께 투여합니다. 그 다음으로 hyperaldosteronism의 경우에는 spironolactone을 사용하게 되며, altitude sickness가 있는 경우 acetazolamide를 사용한다고 배웠습니다.",Faithful ,,
diu_sr80,이상으로 오늘의 diuretics에 대한 수업을 마치도록 하겠습니다.,이상으로 오늘의 diuretics에 대한 수업을 마치도록 하겠습니다.,Faithful ,,
diu_sr81,감사합니다.,감사합니다.,Faithful ,,
