claim_id,reference_claim,ai_lecturenote_output,label,error_type,why_it_matters
acu_sr47,"그 다음에 이제는 oxygen independent 과정이 있는데 이거는 lysozyme, defensin, MBP 혹은 major basic protein 등으로 활용해서 killing하는 과정입니다.","killing은 oxygen-dependent와 oxygen-independent 두 가지 메커니즘으로 이루어집니다. oxygen-dependent에서는 NADPH oxidase가 superoxide를 생성하고, 이로부터 H2O2가 생성됩니다. … oxygen-independent는 lysozyme, defensin, MVP 등을 활용하여 killing을 수행합니다. neutrophil과 macrophage는 leukocyte의 phagocytosis를 담당하는데, neutrophil은 초기 6시간에서 24시간까지 활발하게 활동하며 수명이 짧고 빠르게 작용합니다.",Substitution,MBP를 MVP로 잘못 기재하였습니다.,
acu_sr48,이제 neutrophil하고 macrophage 둘 다 대표적인 phagocytosis를 하는 leukocyte들인데 얘네들은 등장하는 순서에 차이가 있습니다.,"oxygen-dependent에서는 NADPH oxidase가 superoxide를 생성하고, 이로부터 H2O2가 생성됩니다. … neutrophil과 macrophage는 leukocyte의 phagocytosis를 담당하는데, neutrophil은 초기 6시간에서 24시간까지 활발하게 활동하며 수명이 짧고 빠르게 작용합니다. 반면에 macrophage는 24시간 이후부터 48시간까지 활발하게 작용하며 지속시간이 더 길고 repair 단계에 연결됩니다. 이렇게 방금 배운 leukocyte activation killing 과정에서는 pathogen들만 깔끔하게 죽이는 게 아니라 collateral damage도 일어나게 됩니다.",Minor rewrite,"""neutrophil과 macrophage는 leukocyte의 phagocytosis를 담당하는데""라는 표현이 다소 모호하게 해석될 여지가 있으나, 전체적인 의미 훼손은 없는 것으로 판단됩니다.",
acu_sr49,neutrophil은 처음 6시간에서 24시간 동안 dominant하게 수명도 짧고 짧게 작용합니다.,"neutrophil과 macrophage는 leukocyte의 phagocytosis를 담당하는데, neutrophil은 초기 6시간에서 24시간까지 활발하게 활동하며 수명이 짧고 빠르게 작용합니다. 반면에 macrophage는 24시간 이후부터 48시간까지 활발하게 작용하며 지속시간이 더 길고 repair 단계에 연결됩니다.",Faithful ,,
acu_sr50,그 다음에 macrophage는 이제 24시간부터 48시간 이후까지 dominant하게 작용하게 되고 이 친구는 더 오래 지속하고 또 repair 단계로도 연결이 되게 됩니다.,"neutrophil과 macrophage는 leukocyte의 phagocytosis를 담당하는데, neutrophil은 초기 6시간에서 24시간까지 활발하게 활동하며 수명이 짧고 빠르게 작용합니다. 반면에 macrophage는 24시간 이후부터 48시간까지 활발하게 작용하며 지속시간이 더 길고 repair 단계에 연결됩니다.",Faithful ,,
acu_sr51,이렇게 방금 배운 Leukocyte Activation and Killing 과정에서는 pathogen들만 깔끔하게 죽이는 게 아니라 collateral damage도 일어나게 됩니다.,"neutrophil과 macrophage는 leukocyte의 phagocytosis를 담당하는데, neutrophil은 초기 6시간에서 24시간까지 활발하게 활동하며 수명이 짧고 빠르게 작용합니다. … 이렇게 방금 배운 leukocyte activation killing 과정에서는 pathogen들만 깔끔하게 죽이는 게 아니라 collateral damage도 일어나게 됩니다. 이 killing하는 과정에서 enzyme이랑 reactive oxygen species가 나오기 때문에 얘네가 정상조직을 손상시키게 되는 거고 그래서 이것 때문에 acute inflammation의 부작용이 나타나게 되는 겁니다.",Faithful ,,
acu_sr52,이 killing하는 과정에서 enzyme이랑 reactive oxygen species가 나오기 때문에 얘네가 정상 조직도 훼손시키게 되는 거고 그래서 이것 때문에 acute inflammation의 부작용이 나타나게 되는 겁니다.,이렇게 방금 배운 leukocyte activation killing 과정에서는 pathogen들만 깔끔하게 죽이는 게 아니라 collateral damage도 일어나게 됩니다. 이 killing하는 과정에서 enzyme이랑 reactive oxygen species가 나오기 때문에 얘네가 정상조직을 손상시키게 되는 거고 그래서 이것 때문에 acute inflammation의 부작용이 나타나게 되는 겁니다.,Faithful ,,
acu_sr53,이 과정이 너무 지나치게 되면 tissue damage가 굉장히 심해질 수 있습니다.,이렇게 방금 배운 leukocyte activation killing 과정에서는 pathogen들만 깔끔하게 죽이는 게 아니라 collateral damage도 일어나게 됩니다. … 이 과정이 너무 지나치게 되면 tissue damage가 굉장히 심해질 수 있습니다.,Faithful ,,
acu_sr54,지금까지 나왔던 chemical Mediator들을 모아서 정리를 해보겠습니다.,"이제 지금까지 나왔던 이 chemical mediators들을 모아서 한번 정리를 해보겠습니다. 우선 앞에서 가장 많이 나왔던 vasoactive amine, 예를 들어 histamine 이런 거는 이제 mast cell이나 basophil이 분비하게 되는데 얘네들은 vasodilation을 일으키고 vascular permeability를 증가시켰었습니다.",Faithful ,,
acu_sr55,우선 앞에서 가장 많이 나왔던 Vasoactive amines 예를 들어 histamine 이런 거는 mast cell이나 basophil이 분비하게 되는데 얘네들은 vasodilation을 일으키고 vascular permeability를 증가시켰었습니다.,"이제 지금까지 나왔던 이 chemical mediators들을 모아서 한번 정리를 해보겠습니다. 우선 앞에서 가장 많이 나왔던 vasoactive amine, 예를 들어 histamine 이런 거는 이제 mast cell이나 basophil이 분비하게 되는데 얘네들은 vasodilation을 일으키고 vascular permeability를 증가시켰었습니다. … 이 친구들은 COX pathway를 거치게 된다면 prostaglandin 그리고 thromboxane은 안되게 되는데 이제 prostaglandin 중에서는 PGE2가 있는데 얘가 이제 pain하고 fever를 mediate하게 됩니다.",Faithful ,,
acu_sr56,비슷하게 역할을 하는 친구들이 있는데 Arachidonic acid들이 있습니다.,그리고 비슷하게 역할을 하는 친구들이 있는데 arachidonic acids가 있습니다. 이 친구들은 COX pathway를 거치게 된다면 prostaglandin 그리고 thromboxane은 안되게 되는데 이제 prostaglandin 중에서는 PGE2가 있는데 얘가 이제 pain하고 fever를 mediate하게 됩니다.,Faithful ,,
acu_sr57,이 친구들은 COX pathway를 거치게 된다면 prostaglandin 그리고 thromboxane을 만들게 되는데 prostaglandin 중에서는 PGE2가 있는데 얘가 pain하고 fever를 mediate하게 됩니다.,"우선 앞에서 가장 많이 나왔던 vasoactive amine, 예를 들어 histamine 이런 거는 이제 mast cell이나 basophil이 분비하게 되는데 얘네들은 vasodilation을 일으키고 vascular permeability를 증가시켰었습니다. 그리고 비슷하게 역할을 하는 친구들이 있는데 arachidonic acids가 있습니다. 이 친구들은 COX pathway를 거치게 된다면 prostaglandin 그리고 thromboxane은 안되게 되는데 이제 prostaglandin 중에서는 PGE2가 있는데 얘가 이제 pain하고 fever를 mediate하게 됩니다. 그 다음에 이제 LOX pathway로 가게 된다면 leukotriene이 나오는데 이 leukotriene에서 앞에 말했던 LTB4는 chemotaxis에 관여를 했었고 그 다음에 LTC4, LTD4, LTE4는 vasoconstriction과 vascular permeability를 관계하게 됩니다.",Faithful ,,
acu_sr58,"그 다음에 이제 LOX pathway로 가게 된다면 leukotriene이 나오는데 이 leukotriene에서 앞에 말했던 LTB4는 chemotaxis에 관여를 했었고 그 다음에 LTC4, D4, E4는 vasoconstriction과 vascular permeability에 관계하게 됩니다.","이 친구들은 COX pathway를 거치게 된다면 prostaglandin 그리고 thromboxane은 안되게 되는데 이제 prostaglandin 중에서는 PGE2가 있는데 얘가 이제 pain하고 fever를 mediate하게 됩니다. 그 다음에 이제 LOX pathway로 가게 된다면 leukotriene이 나오는데 이 leukotriene에서 앞에 말했던 LTB4는 chemotaxis에 관여를 했었고 그 다음에 LTC4, LTD4, LTE4는 vasoconstriction과 vascular permeability를 관계하게 됩니다. 그래서 저희가 이제 NSAIDs를 먹으면 NSAIDs는 이제 COX pathway를 막기 때문에 prostaglandin 생성을 억제해서 이제 통증과 열을 줄이게 되는 것입니다.",Faithful ,,
acu_sr59,그래서 저희가 이제 NSAID를 먹으면 NSAID는 이제 COX pathway를 막기 때문에 prostaglandin 생성을 억제해서 통증과 열을 줄이게 되는 것입니다.,그래서 저희가 이제 NSAIDs를 먹으면 NSAIDs는 이제 COX pathway를 막기 때문에 prostaglandin 생성을 억제해서 이제 통증과 열을 줄이게 되는 것입니다.,Faithful ,,
acu_sr60,그 다음에 이제 앞에 나왔던 cytokine은 TNF랑 IL-1이 있는데 얘네들은 endothelial activation 그리고 fever를 유발하게 되고 또 앞에서 간단하게 나왔지만 이제 complement system 같은 경우에서 C5a랑 C3a는 anaphylatoxin으로 mast cell degranulation도 유도하고 이때 C5a는 chemotaxis도 같이 하는 두 개의 역할을 합니다.,"그 다음에 이제 LOX pathway로 가게 된다면 leukotriene이 나오는데 이 leukotriene에서 앞에 말했던 LTB4는 chemotaxis에 관여를 했었고 그 다음에 LTC4, LTD4, LTE4는 vasoconstriction과 vascular permeability를 관계하게 됩니다. … 다음으로 언급된 사이토카인인 TNF와 IL-1은 endothelial activation과 fever를 유발하며, complement 시스템에서 C5a와 C3a는 anaphylatoxin으로 mast cell의 degranulation을 유도하고, C5a는 chemotaxis와 같은 두 가지 역할을 합니다.",Faithful ,,
acu_sr61,C3b는 대표적인 opsonin이고 C5b부터 C9까지는 합쳐져서 membrane attack complex를 형성합니다.,"또한, C3b는 주요 opsonin이며, C5b부터 C9까지는 membrane attack complex를 형성합니다.",Faithful ,,
acu_sr62,"그리고 이제 kinin 시스템도 있는데 Kinin system에선 유명한 bradykinin이 있고 이 친구는 pain, vasodilation 그리고 vascular permeability를 mediation하게 됩니다.","이 친구들은 COX pathway를 거치게 된다면 prostaglandin 그리고 thromboxane은 안되게 되는데 이제 prostaglandin 중에서는 PGE2가 있는데 얘가 이제 pain하고 fever를 mediate하게 됩니다. 그 다음에 이제 LOX pathway로 가게 된다면 leukotriene이 나오는데 이 leukotriene에서 앞에 말했던 LTB4는 chemotaxis에 관여를 했었고 그 다음에 LTC4, LTD4, LTE4는 vasoconstriction과 vascular permeability를 관계하게 됩니다. -> ""kinin 시스템에는 bradykinin이 있으며, 이는 통증, 혈관확장, 및 혈관 투과성을 매개합니다. """,Faithful ,,
acu_sr63,이제 systemic effect들을 보겠습니다.,"그럼 이제 이 acute inflammation 강의를 마무리하면서 이 acute inflammation이 어떻게 해결되는지 알아보겠습니다. -> "" 이어서 시스템적 영향을 살펴보면, IL-1과 TNF-α가 hypothalamus에서 prostaglandin E2 생성을 유도하여 체온을 높이는 열을 유발하며, acute phase protein은 간에서 CRP나 fibrinogen 생성을 증가시킵니다. """,Faithful ,,
acu_sr64,"앞에서 말했듯이 fever는 이제 IL-1, TNF-α가 hypothalamus에서 prostaglandin E2를 생성을 유도시켜서 이 set point를 올려서 열이 나게 되는 것이고 그 다음에 acute phase protein들이 있는데 이거는 이제 liver에서 CRP나 fibrinogen 생성을 증가시키게 됩니다.","이어서 시스템적 영향을 살펴보면, IL-1과 TNF-α가 hypothalamus에서 prostaglandin E2 생성을 유도하여 체온을 높이는 열을 유발하며, acute phase protein은 간에서 CRP나 fibrinogen 생성을 증가시킵니다. leukocytosis는 본말로부터 neutrophil 방출을 증가시키며, left shift는 미성숙한 neutrophil의 증가를 나타냅니다. 시스템적인 vasodilation은 사이토카인의 과도한 방출로 인해 TNF나 IL-1이 폭주하면 시스템적인 혈관확장, 고혈압, 그리고 DIC와 같이 매우 위험한 상황으로 이어질 수 있습니다.",Faithful ,,"reference의 표현이 불명확합니다 (APP이 CRP/fibrinogen 생성을 유도한다는 인과 방향으로 오해할 소지가 있으나, CRP/fibrinogen은 APP의 예시입니다). 하지만 reference와 동일한 의미를 전달하고 있으므로 faithful로 평가하였습니다."
acu_sr65,그리고 leukocytosis가 있는데 얘는 이제 당연히 bone marrow에서 neutrophil 방출을 증가시키게 됩니다.,"이어서 시스템적 영향을 살펴보면, IL-1과 TNF-α가 hypothalamus에서 prostaglandin E2 생성을 유도하여 체온을 높이는 열을 유발하며, acute phase protein은 간에서 CRP나 fibrinogen 생성을 증가시킵니다. leukocytosis는 본말로부터 neutrophil 방출을 증가시키며, left shift는 미성숙한 neutrophil의 증가를 나타냅니다.",Substitution,bone marrow 대신 '본말'이라는 잘못된 표현을 사용하였습니다.,
acu_sr66,그래서 여기서 나오는 게 left shift라는 개념인데 이건 이제 blood smear를 해봤는데 미성숙한 neutrophil이 증가하는 그 상황을 말하는 것입니다.,"이어서 시스템적 영향을 살펴보면, IL-1과 TNF-α가 hypothalamus에서 prostaglandin E2 생성을 유도하여 체온을 높이는 열을 유발하며, acute phase protein은 간에서 CRP나 fibrinogen 생성을 증가시킵니다. leukocytosis는 본말로부터 neutrophil 방출을 증가시키며, left shift는 미성숙한 neutrophil의 증가를 나타냅니다.",Faithful ,,
acu_sr67,그리고 이제 sepsis까지 갈 수도 있는데 이것은 과도하게 cytokine의 release가 나타나게 되면 앞에서 배웠던 TNF나 아니면 IL-1이 폭주하게 된다면 이 systemic vasodilation 그래서 hypotension 그리고 DIC까지 갈 수 있는 굉장히 위험한 상황이 되겠습니다.,"시스템적인 vasodilation은 사이토카인의 과도한 방출로 인해 TNF나 IL-1이 폭주하면 시스템적인 혈관확장, 고혈압, 그리고 DIC와 같이 매우 위험한 상황으로 이어질 수 있습니다. … 3가지 경우가 있는데, 첫 번째로 inflammation을 제어하고 조직 재생이 일어나 정상적으로 회복되는 resolution 현상이 발생할 수 있습니다.","Polarity error, Omission ","sepsis에 대한 언급이 누락되었으며, hypotension을 고혈압으로 오기하였습니다.",
acu_sr68,그럼 이제 이 Acute Inflammation 강의를 마무리하면서 이 Acute Inflammation이 어떻게 마무리가 되는지 알아보겠습니다.,"그럼 이제 이 acute inflammation 강의를 마무리하면서 이 acute inflammation이 어떻게 해결되는지 알아보겠습니다. 3가지 경우가 있는데, 첫 번째로 inflammation을 제어하고 조직 재생이 일어나 정상적으로 회복되는 resolution 현상이 발생할 수 있습니다.",Faithful ,,
acu_sr69,세 가지가 있는데 첫 번째로 injury가 작고 tissue regeneration이 되면서 정상적으로 복귀되는 Resolution이 일어날 수 있고 또한 두 번째로 scarring과 fibrosis가 일어날 수 있는데 이건 데미지가 커서 tissue regeneration이 안된다면 connective tissue로 대체되는 그런 상황이 되겠습니다.,"3가지 경우가 있는데, 첫 번째로 inflammation을 제어하고 조직 재생이 일어나 정상적으로 회복되는 resolution 현상이 발생할 수 있습니다. 두 번째로 scarring과 fibrosis가 발생할 수 있는데, 이 경우에는 조직 재생이 어려워져서 연결 조직으로 대체될 수 있습니다. 마지막으로 만성 inflammation으로 전환될 수도 있는데, 지속적인 자극으로 인해 염증 반응이 유지되고, lipocytes나 macrophages를 중심으로 염증 반응이 지속되며, granuloma 형성이 발생할 수 있습니다.",Faithful ,,"connective tissue를 연결조직으로 번역하였으나, 결합조직이 더 적절한 표현입니다. 다만 연결조직 역시 통용되는 표현이므로 faithful로 평가하였습니다."
acu_sr70,마지막으로 chronic inflammation으로 전환이 일어날 수도 있는데 persistent stimulus가 있어가지고 lymphocyte나 macrophage 중심으로 염증 반응이 전환이 되고 granuloma 형성이 일어날 수도 있게 됩니다.,"3가지 경우가 있는데, 첫 번째로 inflammation을 제어하고 조직 재생이 일어나 정상적으로 회복되는 resolution 현상이 발생할 수 있습니다. … 3가지 경우가 있는데, 첫 번째로 inflammation을 제어하고 조직 재생이 일어나 정상적으로 회복되는 resolution 현상이 발생할 수 있습니다. 두 번째로 scarring과 fibrosis가 발생할 수 있는데, 이 경우에는 조직 재생이 어려워져서 연결 조직으로 대체될 수 있습니다. 마지막으로 만성 inflammation으로 전환될 수도 있는데, 지속적인 자극으로 인해 염증 반응이 유지되고, lipocytes나 macrophages를 중심으로 염증 반응이 지속되며, granuloma 형성이 발생할 수 있습니다. 이상으로 오늘의 acute inflammation 강의를 마치도록 하겠습니다.",Substitution,lymphocyte를 lipocytes라는 전혀 다른 세포 유형으로 오기하였습니다.,
acu_sr71,이상으로 오늘의 Acute Inflammation 강의를 마치도록 하겠습니다.,"마지막으로 만성 inflammation으로 전환될 수도 있는데, 지속적인 자극으로 인해 염증 반응이 유지되고, lipocytes나 macrophages를 중심으로 염증 반응이 지속되며, granuloma 형성이 발생할 수 있습니다. 이상으로 오늘의 acute inflammation 강의를 마치도록 하겠습니다.",Faithful ,,
